Real Property Class,Year of Year,County Name,Municipality,Re Class Name2,Assessed Value
Residential,2016,CLARK,10058 WASHBURN (T),Residential,11241500
Residential,2016,COLUMBIA,11034 RANDOLPH (T),Residential,39843200
Residential,2016,DANE,13002 ALBION (T),Residential,151613600
Residential,2016,DANE,13038 MIDDLETON (T),Residential,995776900
Residential,2016,DODGE,14016 EMMET (T),Residential,80724800
Residential,2016,DODGE,14028 LEROY (T),Residential,47705300
Residential,2016,DUNN,17002 COLFAX (T),Residential,55152900
Residential,2016,EAU CLAIRE,18010 FAIRCHILD (T),Residential,10802150
Residential,2016,FLORENCE,19008 FERN (T),Residential,39241300
Residential,2016,FOND DU LAC,20026 MARSHFIELD (T),Residential,73492700
Residential,2016,FOREST,21026 ROSS (T),Residential,10038800
Residential,2016,GRANT,22030 LIMA (T),Residential,21447800
Residential,2016,GRANT,22064 WOODMAN (T),Residential,6233500
Residential,2016,IOWA,25010 EDEN (T),Residential,11996900
Residential,2016,IOWA,25026 WALDWICK (T),Residential,20966100
Residential,2016,IRON,26012 MERCER (T),Residential,423467600
Residential,2016,JACKSON,27022 GARFIELD (T),Residential,28221800
Residential,2016,JEFFERSON,28002 AZTALAN (T),Residential,96752500
Residential,2016,JUNEAU,29014 KILDARE (T),Residential,51687400
Residential,2016,JUNEAU,29034 SEVEN MILE CREEK (T),Residential,16323300
Residential,2016,LANGLADE,34004 AINSWORTH (T),Residential,60139100
Residential,2016,LINCOLN,35020 RUSSELL (T),Residential,28656900
Residential,2016,MANITOWOC,36032 SCHLESWIG (T),Residential,200362100
Residential,2016,MARATHON,37006 BERN (T),Residential,17839100
Residential,2016,MARATHON,37040 HEWITT (T),Residential,24516100
Residential,2016,MARATHON,37072 RINGLE (T),Residential,108616400
Residential,2016,MARINETTE,38008 BEECHER (T),Residential,71897500
Residential,2016,MONROE,41008 CLIFTON (T),Residential,18032400
Residential,2016,MONROE,41018 LA FAYETTE (T),Residential,11717700
Residential,2016,OCONTO,42024 LITTLE SUAMICO (T),Residential,364836100
Residential,2016,ONEIDA,43002 CASSIAN (T),Residential,218651100
Residential,2016,ONEIDA,43004 CRESCENT (T),Residential,226596400
Residential,2016,ONEIDA,43006 ENTERPRISE (T),Residential,79407600
Residential,2016,ONEIDA,43008 HAZELHURST (T),Residential,313177100
Residential,2016,ONEIDA,43010 LAKE TOMAHAWK (T),Residential,205577900
Residential,2016,ONEIDA,43012 LITTLE RICE (T),Residential,61112600
Residential,2016,ONEIDA,43014 LYNNE (T),Residential,26339100
Residential,2016,ONEIDA,43016 MINOCQUA (T),Residential,1213417600
Residential,2016,ONEIDA,43018 MONICO (T),Residential,19694500
Residential,2016,ONEIDA,43020 NEWBOLD (T),Residential,478534400
Residential,2016,ONEIDA,43022 NOKOMIS (T),Residential,202051700
Residential,2016,ONEIDA,43024 PELICAN (T),Residential,259663400
Residential,2016,ONEIDA,43026 PIEHL (T),Residential,10021900
Residential,2016,ONEIDA,43028 PINE LAKE (T),Residential,273276600
Residential,2016,ONEIDA,43030 SCHOEPKE (T),Residential,105880900
Residential,2016,ONEIDA,43032 STELLA (T),Residential,60626600
Residential,2016,ONEIDA,43034 SUGAR CAMP (T),Residential,348447400
Residential,2016,ONEIDA,43036 THREE LAKES (T),Residential,984356900
Residential,2016,ONEIDA,43038 WOODBORO (T),Residential,159464900
Residential,2016,ONEIDA,43040 WOODRUFF (T),Residential,294889400
Residential,2016,OUTAGAMIE,44002 BLACK CREEK (T),Residential,67216500
Residential,2016,OUTAGAMIE,44004 BOVINA (T),Residential,74043900
Residential,2016,OUTAGAMIE,44006 BUCHANAN (T),Residential,427131000
Residential,2016,OUTAGAMIE,44008 CENTER (T),Residential,277954400
Residential,2016,OUTAGAMIE,44010 CICERO (T),Residential,49327200
Residential,2016,OUTAGAMIE,44012 DALE (T),Residential,193772400
Residential,2016,OUTAGAMIE,44014 DEER CREEK (T),Residential,22967600
Residential,2016,OUTAGAMIE,44016 ELLINGTON (T),Residential,209270200
Residential,2016,OUTAGAMIE,44018 FREEDOM (T),Residential,396628600
Residential,2016,OUTAGAMIE,44020 GRAND CHUTE (T),Residential,1094537200
Residential,2016,OUTAGAMIE,44022 GREENVILLE (T),Residential,831504800
Residential,2016,OUTAGAMIE,44024 HORTONIA (T),Residential,77707300
Residential,2016,OUTAGAMIE,44026 KAUKAUNA (T),Residential,92696600
Residential,2016,OUTAGAMIE,44028 LIBERTY (T),Residential,48859900
Residential,2016,OUTAGAMIE,44030 MAINE (T),Residential,47933300
Residential,2016,OUTAGAMIE,44032 MAPLE CREEK (T),Residential,26559800
Residential,2016,OUTAGAMIE,44034 ONEIDA (T),Residential,159771700
Residential,2016,OUTAGAMIE,44036 OSBORN (T),Residential,77311300
Residential,2016,OUTAGAMIE,44038 SEYMOUR (T),Residential,68900900
Residential,2016,OUTAGAMIE,44040 VANDENBROEK (T),Residential,127553400
Residential,2016,OZAUKEE,45002 BELGIUM (T),Residential,257761400
Residential,2016,OZAUKEE,45004 CEDARBURG (T),Residential,782057600
Residential,2016,OZAUKEE,45006 FREDONIA (T),Residential,173325600
Residential,2016,OZAUKEE,45008 GRAFTON (T),Residential,496881000
Residential,2016,OZAUKEE,45012 PORT WASHINGTON (T),Residential,154146300
Residential,2016,OZAUKEE,45014 SAUKVILLE (T),Residential,174399400
Residential,2016,PEPIN,46002 ALBANY (T),Residential,28979700
Residential,2016,PEPIN,46004 DURAND (T),Residential,36115700
Residential,2016,PEPIN,46006 FRANKFORT (T),Residential,11407100
Residential,2016,PEPIN,46008 LIMA (T),Residential,24342450
Residential,2016,PEPIN,46010 PEPIN (T),Residential,63387700
Residential,2016,PEPIN,46012 STOCKHOLM (T),Residential,26738800
Residential,2016,PEPIN,46014 WATERVILLE (T),Residential,29486900
Residential,2016,PEPIN,46016 WAUBEEK (T),Residential,22716500
Residential,2016,PIERCE,47002 CLIFTON (T),Residential,231514500
Residential,2016,PIERCE,47004 DIAMOND BLUFF (T),Residential,32076800
Residential,2016,PIERCE,47008 EL PASO (T),Residential,39434800
Residential,2016,PIERCE,47006 ELLSWORTH (T),Residential,60194100
Residential,2016,PIERCE,47010 GILMAN (T),Residential,62527200
Residential,2016,PIERCE,47012 HARTLAND (T),Residential,47701800
Residential,2016,PIERCE,47014 ISABELLE (T),Residential,20862100
Residential,2016,PIERCE,47016 MAIDEN ROCK (T),Residential,46763200
Residential,2016,PIERCE,47018 MARTELL (T),Residential,82336700
Residential,2016,PIERCE,47020 OAK GROVE (T),Residential,211004800
Residential,2016,PIERCE,47022 RIVER FALLS (T),Residential,187877700
Residential,2016,PIERCE,47024 ROCK ELM (T),Residential,16437400
Residential,2016,PIERCE,47026 SALEM (T),Residential,22514800
Residential,2016,PIERCE,47028 SPRING LAKE (T),Residential,27836700
Residential,2016,PIERCE,47030 TRENTON (T),Residential,125204200
Residential,2016,PIERCE,47032 TRIMBELLE (T),Residential,127915000
Residential,2016,PIERCE,47034 UNION (T),Residential,22426700
Residential,2016,POLK,48002 ALDEN (T),Residential,257213400
Residential,2016,POLK,48004 APPLE RIVER (T),Residential,114001500
Residential,2016,POLK,48006 BALSAM LAKE (T),Residential,236969200
Residential,2016,POLK,48008 BEAVER (T),Residential,81824700
Residential,2016,POLK,48010 BLACK BROOK (T),Residential,75770400
Residential,2016,POLK,48012 BONE LAKE (T),Residential,81664500
Residential,2016,POLK,48014 CLAM FALLS (T),Residential,29017600
Residential,2016,POLK,48016 CLAYTON (T),Residential,54795900
Residential,2016,POLK,48018 CLEAR LAKE (T),Residential,39046400
Residential,2016,POLK,48020 EUREKA (T),Residential,101016900
Residential,2016,POLK,48022 FARMINGTON (T),Residential,105356100
Residential,2016,POLK,48024 GARFIELD (T),Residential,171011600
Residential,2016,POLK,48026 GEORGETOWN (T),Residential,286830200
Residential,2016,POLK,48028 JOHNSTOWN (T),Residential,93946700
Residential,2016,POLK,48030 LAKETOWN (T),Residential,69167700
Residential,2016,POLK,48032 LINCOLN (T),Residential,215479700
Residential,2016,POLK,48034 LORAIN (T),Residential,12423800
Residential,2016,POLK,48036 LUCK (T),Residential,48570900
Residential,2016,POLK,48038 MCKINLEY (T),Residential,27047000
Residential,2016,POLK,48040 MILLTOWN (T),Residential,219970000
Residential,2016,POLK,48042 OSCEOLA (T),Residential,229986300
Residential,2016,POLK,48044 SAINT CROIX FALLS (T),Residential,115067200
Residential,2016,POLK,48046 STERLING (T),Residential,36713600
Residential,2016,POLK,48048 WEST SWEDEN (T),Residential,40206700
Residential,2016,PORTAGE,49002 ALBAN (T),Residential,62125100
Residential,2016,PORTAGE,49004 ALMOND (T),Residential,28396500
Residential,2016,PORTAGE,49006 AMHERST (T),Residential,93278000
Residential,2016,PORTAGE,49008 BELMONT (T),Residential,35333200
Residential,2016,PORTAGE,49010 BUENA VISTA (T),Residential,55258800
Residential,2016,PORTAGE,49012 CARSON (T),Residential,86038600
Residential,2016,PORTAGE,49014 DEWEY (T),Residential,67865100
Residential,2016,PORTAGE,49016 EAU PLEINE (T),Residential,79664700
Residential,2016,PORTAGE,49018 GRANT (T),Residential,104412800
Residential,2016,PORTAGE,49020 HULL (T),Residential,336411300
Residential,2016,PORTAGE,49022 LANARK (T),Residential,94597400
Residential,2016,PORTAGE,49024 LINWOOD (T),Residential,72617500
Residential,2016,PORTAGE,49026 NEW HOPE (T),Residential,61469900
Residential,2016,PORTAGE,49028 PINE GROVE (T),Residential,27437100
Residential,2016,PORTAGE,49030 PLOVER (T),Residential,108845800
Residential,2016,PORTAGE,49032 SHARON (T),Residential,125827300
Residential,2016,PORTAGE,49034 STOCKTON (T),Residential,195271200
Residential,2016,PRICE,50002 CATAWBA (T),Residential,9250100
Residential,2016,PRICE,50004 EISENSTEIN (T),Residential,51069600
Residential,2016,PRICE,50006 ELK (T),Residential,133457200
Residential,2016,PRICE,50008 EMERY (T),Residential,15922900
Residential,2016,PRICE,50010 FIFIELD (T),Residential,135936700
Residential,2016,PRICE,50012 FLAMBEAU (T),Residential,39446400
Residential,2016,PRICE,50014 GEORGETOWN (T),Residential,5636100
Residential,2016,PRICE,50016 HACKETT (T),Residential,10027800
Residential,2016,PRICE,50018 HARMONY (T),Residential,13964300
Residential,2016,PRICE,50020 HILL (T),Residential,21752900
Residential,2016,PRICE,50022 KENNAN (T),Residential,10499900
Residential,2016,PRICE,50024 KNOX (T),Residential,13075700
Residential,2016,PRICE,50026 LAKE (T),Residential,124940100
Residential,2016,PRICE,50028 OGEMA (T),Residential,28685500
Residential,2016,PRICE,50030 PRENTICE (T),Residential,19479600
Residential,2016,PRICE,50032 SPIRIT (T),Residential,24692500
Residential,2016,PRICE,50034 WORCESTER (T),Residential,134344200
Residential,2016,RACINE,51002 BURLINGTON (T),Residential,580896300
Residential,2016,RACINE,51006 DOVER (T),Residential,279811500
Residential,2016,RACINE,51010 NORWAY (T),Residential,718800100
Residential,2016,RACINE,51012 RAYMOND (T),Residential,325777800
Residential,2016,RACINE,51016 WATERFORD (T),Residential,704464610
Residential,2016,RACINE,51018 YORKVILLE (T),Residential,260786400
Residential,2016,RICHLAND,52002 AKAN (T),Residential,12448900
Residential,2016,RICHLAND,52004 BLOOM (T),Residential,12548900
Residential,2016,RICHLAND,52006 BUENA VISTA (T),Residential,80041300
Residential,2016,RICHLAND,52008 DAYTON (T),Residential,28112000
Residential,2016,RICHLAND,52010 EAGLE (T),Residential,16900300
Residential,2016,RICHLAND,52012 FOREST (T),Residential,7550800
Residential,2016,RICHLAND,52014 HENRIETTA (T),Residential,14379500
Residential,2016,RICHLAND,52016 ITHACA (T),Residential,22841500
Residential,2016,RICHLAND,52018 MARSHALL (T),Residential,21153200
Residential,2016,RICHLAND,52020 ORION (T),Residential,29232700
Residential,2016,RICHLAND,52022 RICHLAND (T),Residential,58616600
Residential,2016,RICHLAND,52024 RICHWOOD (T),Residential,19400200
Residential,2016,RICHLAND,52026 ROCKBRIDGE (T),Residential,26161700
Residential,2016,RICHLAND,52028 SYLVAN (T),Residential,10978900
Residential,2016,RICHLAND,52030 WESTFORD (T),Residential,16750200
Residential,2016,RICHLAND,52032 WILLOW (T),Residential,13392400
Residential,2016,ROCK,53002 AVON (T),Residential,34529700
Residential,2016,ROCK,53004 BELOIT (T),Residential,340743900
Residential,2016,ROCK,53006 BRADFORD (T),Residential,51611200
Residential,2016,ROCK,53008 CENTER (T),Residential,61276500
Residential,2016,ROCK,53010 CLINTON (T),Residential,38095700
Residential,2016,ROCK,53012 FULTON (T),Residential,313881400
Residential,2016,ROCK,53014 HARMONY (T),Residential,182256500
Residential,2016,ROCK,53016 JANESVILLE (T),Residential,347529500
Residential,2016,ROCK,53018 JOHNSTOWN (T),Residential,52468700
Residential,2016,ROCK,53020 LA PRAIRIE (T),Residential,44064500
Residential,2016,ROCK,53022 LIMA (T),Residential,69182500
Residential,2016,ROCK,53024 MAGNOLIA (T),Residential,26859300
Residential,2016,ROCK,53026 MILTON (T),Residential,226766800
Residential,2016,ROCK,53028 NEWARK (T),Residential,70027900
Residential,2016,ROCK,53030 PLYMOUTH (T),Residential,63490500
Residential,2016,ROCK,53032 PORTER (T),Residential,66034200
Residential,2016,ROCK,53034 ROCK (T),Residential,120387100
Residential,2016,ROCK,53036 SPRING VALLEY (T),Residential,40351900
Residential,2016,ROCK,53038 TURTLE (T),Residential,162450700
Residential,2016,ROCK,53040 UNION (T),Residential,133389670
Residential,2016,RUSK,54002 ATLANTA (T),Residential,23449400
Residential,2016,RUSK,54004 BIG BEND (T),Residential,92805500
Residential,2016,RUSK,54006 BIG FALLS (T),Residential,4582700
Residential,2016,RUSK,54008 CEDAR RAPIDS (T),Residential,1534400
Residential,2016,RUSK,54010 DEWEY (T),Residential,56878600
Residential,2016,RUSK,54012 FLAMBEAU (T),Residential,40176900
Residential,2016,RUSK,54014 GRANT (T),Residential,32381700
Residential,2016,RUSK,54016 GROW (T),Residential,9663000
Residential,2016,RUSK,54018 HAWKINS (T),Residential,5006300
Residential,2016,RUSK,54020 HUBBARD (T),Residential,8899600
Residential,2016,RUSK,54022 LAWRENCE (T),Residential,7344400
Residential,2016,RUSK,54024 MARSHALL (T),Residential,10805000
Residential,2016,RUSK,54026 MURRY (T),Residential,9217600
Residential,2016,RUSK,54028 RICHLAND (T),Residential,10002000
Residential,2016,RUSK,54030 RUSK (T),Residential,102831900
Residential,2016,RUSK,54032 SOUTH FORK (T),Residential,6069200
Residential,2016,RUSK,54034 STRICKLAND (T),Residential,14394300
Residential,2016,RUSK,54036 STUBBS (T),Residential,33903500
Residential,2016,RUSK,54038 THORNAPPLE (T),Residential,41034800
Residential,2016,RUSK,54040 TRUE (T),Residential,7412000
Residential,2016,RUSK,54042 WASHINGTON (T),Residential,50326800
Residential,2016,RUSK,54044 WILKINSON (T),Residential,2493400
Residential,2016,RUSK,54046 WILLARD (T),Residential,51982600
Residential,2016,RUSK,54048 WILSON (T),Residential,4485000
Residential,2016,ST CROIX,55002 BALDWIN (T),Residential,43965000
Residential,2016,ST CROIX,55004 CADY (T),Residential,41631700
Residential,2016,ST CROIX,55006 CYLON (T),Residential,31467500
Residential,2016,ST CROIX,55008 EAU GALLE (T),Residential,81793300
Residential,2016,ST CROIX,55010 EMERALD (T),Residential,33881200
Residential,2016,ST CROIX,55012 ERIN PRAIRIE (T),Residential,46598000
Residential,2016,ST CROIX,55014 FOREST (T),Residential,21461200
Residential,2016,ST CROIX,55016 GLENWOOD (T),Residential,32229700
Residential,2016,ST CROIX,55018 HAMMOND (T),Residential,168794800
Residential,2016,ST CROIX,55020 HUDSON (T),Residential,726591200
Residential,2016,ST CROIX,55022 KINNICKINNIC (T),Residential,163308700
Residential,2016,ST CROIX,55024 PLEASANT VALLEY (T),Residential,34196100
Residential,2016,ST CROIX,55026 RICHMOND (T),Residential,243232800
Residential,2016,ST CROIX,55028 RUSH RIVER (T),Residential,30052800
Residential,2016,ST CROIX,55030 SAINT JOSEPH (T),Residential,412588500
Residential,2016,ST CROIX,55032 SOMERSET (T),Residential,312603100
Residential,2016,ST CROIX,55034 SPRINGFIELD (T),Residential,39150200
Residential,2016,ST CROIX,55036 STANTON (T),Residential,47104900
Residential,2016,ST CROIX,55038 STAR PRAIRIE (T),Residential,235777250
Residential,2016,ST CROIX,55040 TROY (T),Residential,699942800
Residential,2016,ST CROIX,55042 WARREN (T),Residential,122626050
Residential,2016,SAUK,56002 BARABOO (T),Residential,140317400
Residential,2016,SAUK,56004 BEAR CREEK (T),Residential,30100200
Residential,2016,SAUK,56006 DELLONA (T),Residential,137058700
Residential,2016,SAUK,56008 DELTON (T),Residential,161384600
Residential,2016,SAUK,56010 EXCELSIOR (T),Residential,105100400
Residential,2016,SAUK,56012 FAIRFIELD (T),Residential,82550600
Residential,2016,SAUK,56014 FRANKLIN (T),Residential,36315900
Residential,2016,SAUK,56016 FREEDOM (T),Residential,33601600
Residential,2016,SAUK,56018 GREENFIELD (T),Residential,90025000
Residential,2016,SAUK,56020 HONEY CREEK (T),Residential,37806500
Residential,2016,SAUK,56022 IRONTON (T),Residential,20399000
Residential,2016,SAUK,56024 LA VALLE (T),Residential,337266300
Residential,2016,SAUK,56026 MERRIMAC (T),Residential,213086800
Residential,2016,SAUK,56028 PRAIRIE DU SAC (T),Residential,100245700
Residential,2016,SAUK,56030 REEDSBURG (T),Residential,67157500
Residential,2016,SAUK,56032 SPRING GREEN (T),Residential,115687700
Residential,2016,SAUK,56034 SUMPTER (T),Residential,40138900
Residential,2016,SAUK,56036 TROY (T),Residential,42909400
Residential,2016,SAUK,56038 WASHINGTON (T),Residential,29227900
Residential,2016,SAUK,56040 WESTFIELD (T),Residential,15351900
Residential,2016,SAUK,56042 WINFIELD (T),Residential,53679900
Residential,2016,SAUK,56044 WOODLAND (T),Residential,48473300
Residential,2016,SAWYER,57002 BASS LAKE (T),Residential,455358200
Residential,2016,SAWYER,57004 COUDERAY (T),Residential,18522800
Residential,2016,SAWYER,57006 DRAPER (T),Residential,31661200
Residential,2016,SAWYER,57008 EDGEWATER (T),Residential,133281600
Residential,2016,SAWYER,57010 HAYWARD (T),Residential,475925100
Residential,2016,SAWYER,57012 HUNTER (T),Residential,167097800
Residential,2016,SAWYER,57014 LENROOT (T),Residential,213119300
